TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
ir.ramtung.impl1.Library,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,266,0.3,2,40,150,295486,1718011788805,1.0,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9577464788732394,11111111111111111111111111111111111111111111111111111110111111001111111,1.0,1111111111111111111,0,0,7,1,0.9482758620689655,111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111101111100101011111111110100111111111111,0.6,110110010010111,1.0,11111111111111,1.0,11111111111111,0.9436619718309859,11111111111111111111111111111111111111111111111111111110111110001111111
